# Ion number density
# The last    3 ion types are fixed
# Average over     378000 steps
# z (au)        total        A            Im1          Im2          Im3          N            C            Me           C1           C2           P         
167.464708490  0.004950296  0.000111063  0.000090781  0.000083080  0.000082674  0.001507541  0.001520508  0.001554650  0.000000000  0.000000000  0.000000000
168.353115432  0.004929416  0.000105544  0.000087831  0.000084755  0.000083986  0.001504622  0.001509706  0.001552972  0.000000000  0.000000000  0.000000000
169.241522373  0.004969923  0.000104157  0.000089917  0.000082768  0.000084268  0.001520208  0.001534799  0.001553806  0.000000000  0.000000000  0.000000000
170.129929315  0.004987362  0.000104150  0.000080965  0.000078634  0.000083810  0.001530449  0.001555438  0.001553915  0.000000000  0.000000000  0.000000000
171.018336256  0.004991394  0.000107348  0.000076506  0.000075807  0.000083524  0.001516421  0.001564171  0.001567617  0.000000000  0.000000000  0.000000000
171.906743198  0.004992685  0.000108261  0.000073192  0.000078057  0.000082671  0.001514866  0.001553036  0.001582602  0.000000000  0.000000000  0.000000000
172.795150139  0.004975281  0.000107050  0.000079330  0.000085035  0.000081159  0.001504202  0.001539190  0.001579314  0.000000000  0.000000000  0.000000000
173.683557081  0.004974720  0.000106084  0.000079118  0.000088682  0.000075818  0.001515734  0.001525396  0.001583888  0.000000000  0.000000000  0.000000000
174.571964023  0.004952077  0.000102621  0.000080750  0.000087758  0.000071943  0.001515023  0.001526690  0.001567293  0.000000000  0.000000000  0.000000000
175.460370964  0.004955362  0.000100951  0.000082399  0.000090543  0.000071724  0.001504839  0.001542358  0.001562547  0.000000000  0.000000000  0.000000000
176.348777906  0.004995870  0.000092432  0.000082040  0.000089605  0.000072505  0.001525179  0.001571220  0.001562890  0.000000000  0.000000000  0.000000000
177.237184847  0.004976543  0.000090960  0.000079056  0.000090619  0.000081189  0.001538452  0.001541634  0.001554631  0.000000000  0.000000000  0.000000000
178.125591789  0.004962835  0.000105681  0.000078025  0.000079729  0.000091449  0.001528804  0.001520751  0.001558396  0.000000000  0.000000000  0.000000000
179.013998731  0.004926422  0.000108265  0.000084205  0.000076907  0.000099468  0.001511724  0.001520750  0.001525103  0.000000000  0.000000000  0.000000000
179.902405672  0.004886865  0.000106132  0.000086511  0.000082099  0.000104518  0.001493705  0.001503946  0.001509955  0.000000000  0.000000000  0.000000000
180.790812614  0.004893659  0.000101073  0.000095021  0.000089405  0.000105111  0.001498510  0.001490648  0.001513891  0.000000000  0.000000000  0.000000000
181.679219555  0.004921496  0.000100084  0.000113618  0.000085770  0.000109604  0.001497869  0.001502434  0.001512116  0.000000000  0.000000000  0.000000000
182.567626497  0.004933870  0.000101331  0.000109129  0.000091632  0.000108937  0.001510597  0.001518522  0.001493721  0.000000000  0.000000000  0.000000000
183.456033439  0.004936821  0.000101790  0.000112793  0.000098114  0.000111116  0.001504184  0.001506858  0.001501965  0.000000000  0.000000000  0.000000000
184.344440380  0.004906488  0.000100780  0.000117818  0.000101018  0.000111610  0.001497027  0.001488986  0.001489249  0.000000000  0.000000000  0.000000000
185.232847322  0.004873911  0.000099712  0.000108841  0.000111710  0.000113620  0.001484065  0.001482101  0.001473862  0.000000000  0.000000000  0.000000000
186.121254263  0.004841742  0.000101816  0.000107251  0.000119863  0.000110605  0.001474770  0.001467266  0.001460172  0.000000000  0.000000000  0.000000000
187.009661205  0.004881547  0.000096019  0.000107238  0.000124708  0.000106541  0.001501791  0.001476686  0.001468564  0.000000000  0.000000000  0.000000000
187.898068147  0.004907875  0.000091795  0.000113252  0.000122320  0.000104699  0.001508840  0.001480880  0.001486089  0.000000000  0.000000000  0.000000000
188.786475088  0.004914182  0.000092493  0.000108221  0.000114613  0.000106642  0.001524149  0.001492297  0.001475767  0.000000000  0.000000000  0.000000000
189.674882030  0.004895473  0.000097764  0.000108362  0.000106280  0.000112417  0.001498091  0.001500651  0.001471907  0.000000000  0.000000000  0.000000000
190.563288971  0.004925273  0.000100795  0.000107188  0.000107304  0.000115640  0.001508099  0.001511526  0.001474721  0.000000000  0.000000000  0.000000000
191.451695913  0.004937052  0.000105565  0.000108340  0.000102937  0.000109325  0.001525991  0.001510462  0.001474431  0.000000000  0.000000000  0.000000000
192.340102854  0.004922917  0.000101111  0.000108129  0.000100515  0.000108099  0.001502354  0.001509894  0.001492816  0.000000000  0.000000000  0.000000000
193.228509796  0.004927649  0.000107309  0.000107607  0.000097017  0.000108116  0.001497123  0.001499622  0.001510855  0.000000000  0.000000000  0.000000000
194.116916738  0.004926943  0.000101951  0.000101515  0.000096559  0.000102755  0.001508084  0.001497489  0.001518589  0.000000000  0.000000000  0.000000000
195.005323679  0.004916456  0.000098341  0.000102737  0.000094749  0.000097835  0.001512198  0.001490097  0.001520498  0.000000000  0.000000000  0.000000000
195.893730621  0.004926259  0.000093981  0.000095324  0.000097850  0.000095917  0.001524685  0.001503365  0.001515137  0.000000000  0.000000000  0.000000000
196.782137562  0.004928529  0.000081527  0.000088582  0.000099568  0.000088795  0.001525222  0.001528451  0.001516384  0.000000000  0.000000000  0.000000000
197.670544504  0.004989830  0.000076220  0.000090006  0.000096781  0.000084174  0.001560830  0.001563773  0.001518048  0.000000000  0.000000000  0.000000000
198.558951446  0.005046918  0.000075171  0.000091498  0.000090890  0.000084917  0.001577105  0.001575406  0.001551930  0.000000000  0.000000000  0.000000000
199.447358387  0.005067901  0.000081858  0.000080702  0.000093095  0.000079605  0.001566632  0.001578315  0.001587693  0.000000000  0.000000000  0.000000000
200.335765329  0.005069526  0.000085101  0.000081180  0.000090293  0.000073447  0.001577297  0.001574412  0.001587795  0.000000000  0.000000000  0.000000000
201.224172270  0.005011954  0.000090986  0.000083639  0.000091230  0.000068783  0.001551933  0.001556908  0.001568475  0.000000000  0.000000000  0.000000000
202.112579212  0.004969008  0.000088319  0.000086350  0.000088451  0.000072711  0.001545065  0.001546852  0.001541261  0.000000000  0.000000000  0.000000000
203.000986154  0.004993665  0.000083432  0.000083110  0.000083670  0.000079934  0.001554018  0.001557341  0.001552160  0.000000000  0.000000000  0.000000000
203.889393095  0.005004251  0.000079319  0.000079372  0.000077372  0.000081361  0.001572849  0.001558595  0.001555383  0.000000000  0.000000000  0.000000000
204.777800037  0.005053968  0.000080557  0.000081538  0.000079188  0.000076947  0.001588695  0.001564881  0.001582161  0.000000000  0.000000000  0.000000000
205.666206978  0.005057965  0.000078621  0.000078650  0.000083608  0.000079418  0.001572131  0.001585531  0.001580007  0.000000000  0.000000000  0.000000000
206.554613920  0.005065028  0.000081754  0.000072961  0.000084740  0.000080458  0.001564447  0.001601530  0.001579138  0.000000000  0.000000000  0.000000000
207.443020862  0.005070665  0.000078304  0.000067472  0.000080155  0.000078704  0.001580108  0.001592097  0.001593826  0.000000000  0.000000000  0.000000000
208.331427803  0.005019722  0.000076136  0.000068824  0.000076374  0.000075240  0.001568628  0.001566621  0.001587900  0.000000000  0.000000000  0.000000000
209.219834745  0.005024113  0.000073387  0.000074586  0.000078439  0.000072812  0.001584287  0.001574244  0.001566358  0.000000000  0.000000000  0.000000000
210.108241686  0.005051030  0.000075563  0.000082447  0.000074869  0.000073161  0.001598602  0.001582682  0.001563707  0.000000000  0.000000000  0.000000000
210.996648628  0.005083698  0.000070562  0.000090171  0.000079904  0.000074349  0.001621187  0.001584185  0.001563340  0.000000000  0.000000000  0.000000000
211.885055569  0.005096034  0.000068803  0.000087392  0.000079334  0.000073169  0.001620383  0.001596663  0.001570290  0.000000000  0.000000000  0.000000000
212.773462511  0.005061495  0.000062045  0.000086261  0.000085064  0.000075328  0.001585344  0.001596801  0.001570652  0.000000000  0.000000000  0.000000000
213.661869453  0.005062629  0.000059609  0.000081425  0.000090788  0.000080675  0.001588297  0.001590362  0.001571473  0.000000000  0.000000000  0.000000000
214.550276394  0.005070580  0.000066047  0.000080294  0.000087311  0.000083338  0.001571510  0.001587343  0.001594736  0.000000000  0.000000000  0.000000000
215.438683336  0.005043882  0.000073987  0.000077537  0.000086417  0.000081325  0.001573608  0.001559305  0.001591704  0.000000000  0.000000000  0.000000000
216.327090277  0.005011042  0.000077628  0.000073756  0.000085102  0.000084835  0.001568117  0.001547318  0.001574285  0.000000000  0.000000000  0.000000000
217.215497219  0.004944669  0.000078345  0.000083211  0.000075787  0.000092477  0.001540151  0.001537740  0.001536957  0.000000000  0.000000000  0.000000000
218.103904161  0.004989421  0.000087747  0.000084730  0.000073844  0.000094095  0.001554584  0.001561600  0.001532821  0.000000000  0.000000000  0.000000000
218.992311102  0.005011359  0.000096107  0.000085738  0.000070662  0.000094203  0.001566450  0.001561343  0.001536855  0.000000000  0.000000000  0.000000000
219.880718044  0.005011470  0.000104327  0.000082088  0.000066151  0.000090850  0.001554038  0.001553111  0.001560905  0.000000000  0.000000000  0.000000000
220.769124985  0.005049326  0.000102160  0.000080900  0.000075688  0.000090976  0.001541509  0.001567156  0.001590936  0.000000000  0.000000000  0.000000000
221.657531927  0.004970205  0.000093843  0.000076978  0.000075293  0.000092639  0.001523184  0.001547181  0.001561087  0.000000000  0.000000000  0.000000000
222.545938869  0.004926389  0.000089607  0.000081325  0.000076285  0.000090104  0.001517184  0.001530851  0.001541032  0.000000000  0.000000000  0.000000000
223.434345810  0.004920964  0.000094111  0.000085869  0.000079335  0.000089664  0.001516304  0.001521622  0.001534059  0.000000000  0.000000000  0.000000000
224.322752752  0.004946278  0.000096029  0.000085424  0.000085639  0.000090505  0.001523795  0.001525127  0.001539758  0.000000000  0.000000000  0.000000000
225.211159693  0.004970101  0.000094346  0.000088140  0.000095774  0.000091259  0.001543094  0.001527040  0.001530448  0.000000000  0.000000000  0.000000000
226.099566635  0.004962564  0.000092417  0.000098421  0.000095276  0.000093251  0.001536244  0.001530765  0.001516191  0.000000000  0.000000000  0.000000000
226.987973577  0.004963321  0.000096117  0.000101296  0.000099333  0.000092333  0.001522756  0.001532405  0.001519081  0.000000000  0.000000000  0.000000000
227.876380518  0.004962196  0.000092909  0.000113873  0.000105444  0.000095898  0.001513875  0.001526871  0.001513325  0.000000000  0.000000000  0.000000000
228.764787460  0.004949847  0.000095138  0.000111950  0.000108295  0.000103828  0.001512806  0.001503898  0.001513931  0.000000000  0.000000000  0.000000000
229.653194401  0.004923638  0.000099035  0.000102601  0.000108747  0.000101977  0.001516364  0.001498325  0.001496588  0.000000000  0.000000000  0.000000000
230.541601343  0.004902218  0.000096839  0.000103559  0.000113885  0.000099433  0.001504050  0.001484356  0.001500096  0.000000000  0.000000000  0.000000000
231.430008285  0.004931027  0.000103305  0.000104822  0.000106251  0.000097027  0.001506283  0.001502372  0.001510969  0.000000000  0.000000000  0.000000000
232.318415226  0.004935659  0.000092504  0.000103475  0.000105407  0.000095139  0.001521518  0.001519206  0.001498410  0.000000000  0.000000000  0.000000000
233.206822168  0.004960719  0.000090332  0.000102275  0.000105522  0.000101431  0.001540660  0.001522924  0.001497574  0.000000000  0.000000000  0.000000000
234.095229109  0.004963725  0.000092878  0.000095639  0.000103816  0.000098199  0.001530209  0.001525655  0.001517329  0.000000000  0.000000000  0.000000000
234.983636051  0.004941367  0.000094104  0.000090601  0.000098194  0.000092821  0.001508531  0.001529904  0.001527211  0.000000000  0.000000000  0.000000000
235.872042992  0.004959408  0.000098265  0.000091250  0.000097089  0.000091024  0.001516972  0.001529066  0.001535742  0.000000000  0.000000000  0.000000000
236.760449934  0.004952428  0.000097284  0.000092880  0.000091736  0.000084660  0.001518965  0.001523488  0.001543414  0.000000000  0.000000000  0.000000000
237.648856876  0.004970577  0.000101974  0.000087289  0.000087470  0.000089345  0.001541930  0.001522374  0.001540194  0.000000000  0.000000000  0.000000000
238.537263817  0.005012983  0.000097560  0.000093102  0.000088493  0.000091855  0.001539074  0.001550346  0.001552554  0.000000000  0.000000000  0.000000000
239.425670759  0.005016545  0.000100524  0.000092666  0.000083736  0.000085644  0.001541230  0.001561693  0.001551052  0.000000000  0.000000000  0.000000000
240.314077700  0.004954052  0.000092149  0.000085598  0.000077994  0.000079609  0.001528376  0.001551520  0.001538806  0.000000000  0.000000000  0.000000000
241.202484642  0.004978413  0.000086133  0.000078166  0.000075779  0.000074470  0.001545745  0.001545541  0.001572579  0.000000000  0.000000000  0.000000000
242.090891584  0.004972696  0.000081296  0.000076357  0.000074811  0.000076957  0.001555448  0.001537284  0.001570543  0.000000000  0.000000000  0.000000000
242.979298525  0.004988719  0.000087361  0.000075516  0.000071406  0.000083015  0.001545130  0.001542322  0.001583969  0.000000000  0.000000000  0.000000000
243.867705467  0.005017484  0.000088011  0.000070637  0.000069029  0.000076922  0.001542902  0.001570207  0.001599775  0.000000000  0.000000000  0.000000000
244.756112408  0.005029984  0.000082330  0.000068279  0.000069293  0.000076024  0.001560713  0.001588155  0.001585190  0.000000000  0.000000000  0.000000000
245.644519350  0.005066126  0.000084124  0.000075156  0.000074698  0.000080981  0.001565460  0.001594560  0.001591147  0.000000000  0.000000000  0.000000000
246.532926292  0.005050396  0.000079188  0.000067348  0.000073861  0.000084946  0.001571735  0.001575573  0.001597743  0.000000000  0.000000000  0.000000000
247.421333233  0.005054740  0.000081544  0.000069120  0.000070435  0.000081408  0.001571006  0.001590895  0.001590332  0.000000000  0.000000000  0.000000000
248.309740175  0.005049310  0.000086876  0.000073469  0.000071769  0.000076337  0.001577604  0.001586127  0.001577127  0.000000000  0.000000000  0.000000000
249.198147116  0.005015153  0.000085278  0.000071182  0.000078159  0.000076381  0.001571754  0.001574685  0.001557714  0.000000000  0.000000000  0.000000000
250.086554058  0.004980036  0.000088784  0.000076047  0.000082962  0.000080986  0.001547179  0.001555750  0.001548329  0.000000000  0.000000000  0.000000000
250.974961000  0.004982562  0.000090647  0.000078848  0.000083871  0.000087605  0.001550223  0.001547205  0.001544163  0.000000000  0.000000000  0.000000000
251.863367941  0.004959724  0.000090082  0.000090505  0.000090504  0.000092976  0.001523553  0.001534993  0.001537111  0.000000000  0.000000000  0.000000000
252.751774883  0.004933947  0.000088057  0.000098720  0.000093434  0.000098528  0.001519183  0.001509842  0.001526183  0.000000000  0.000000000  0.000000000
253.640181824  0.004918870  0.000091279  0.000105628  0.000101070  0.000105769  0.001513305  0.001500100  0.001501718  0.000000000  0.000000000  0.000000000
254.528588766  0.004943479  0.000098073  0.000122312  0.000103834  0.000109209  0.001517159  0.001517463  0.001475428  0.000000000  0.000000000  0.000000000
255.416995707  0.004881215  0.000093013  0.000124722  0.000115912  0.000115941  0.001508229  0.001474873  0.001448526  0.000000000  0.000000000  0.000000000
256.305402649  0.004859808  0.000097830  0.000123500  0.000122760  0.000126221  0.001492570  0.001457956  0.001438971  0.000000000  0.000000000  0.000000000
257.193809591  0.004821624  0.000098988  0.000123118  0.000125110  0.000132544  0.001481297  0.001427447  0.001433119  0.000000000  0.000000000  0.000000000
258.082216532  0.004811146  0.000102730  0.000128310  0.000130080  0.000130189  0.001466940  0.001440563  0.001412333  0.000000000  0.000000000  0.000000000
258.970623474  0.004824275  0.000104425  0.000133036  0.000134006  0.000133132  0.001458554  0.001439320  0.001421803  0.000000000  0.000000000  0.000000000
259.859030415  0.004863678  0.000108238  0.000130051  0.000133242  0.000119802  0.001458872  0.001462644  0.001450829  0.000000000  0.000000000  0.000000000
260.747437357  0.004893667  0.000118843  0.000126198  0.000130331  0.000112722  0.001469472  0.001472454  0.001463647  0.000000000  0.000000000  0.000000000
261.635844299  0.004847934  0.000117458  0.000121961  0.000124208  0.000114041  0.001467438  0.001460752  0.001442076  0.000000000  0.000000000  0.000000000
262.524251240  0.004824874  0.000118354  0.000112651  0.000123998  0.000113238  0.001474059  0.001453693  0.001428882  0.000000000  0.000000000  0.000000000
263.412658182  0.004829452  0.000118800  0.000111326  0.000124450  0.000119145  0.001453383  0.001466061  0.001436289  0.000000000  0.000000000  0.000000000
264.301065123  0.004845299  0.000115466  0.000111269  0.000123948  0.000122531  0.001474631  0.001461019  0.001436435  0.000000000  0.000000000  0.000000000
265.189472065  0.004832289  0.000111340  0.000121017  0.000126279  0.000115384  0.001474517  0.001447723  0.001436029  0.000000000  0.000000000  0.000000000
266.077879007  0.004818375  0.000112265  0.000126578  0.000121980  0.000106976  0.001463569  0.001442151  0.001444855  0.000000000  0.000000000  0.000000000
266.966285948  0.004877371  0.000110094  0.000135350  0.000118950  0.000106478  0.001485696  0.001449421  0.001471382  0.000000000  0.000000000  0.000000000
267.854692890  0.004899284  0.000106717  0.000124742  0.000119671  0.000109577  0.001476833  0.001489323  0.001472420  0.000000000  0.000000000  0.000000000
268.743099831  0.004885316  0.000104820  0.000113797  0.000117700  0.000117597  0.001472936  0.001496911  0.001461554  0.000000000  0.000000000  0.000000000
269.631506773  0.004897288  0.000097989  0.000119206  0.000121441  0.000116014  0.001478598  0.001484141  0.001479899  0.000000000  0.000000000  0.000000000
270.519913715  0.004871018  0.000096950  0.000109957  0.000118435  0.000115162  0.001472695  0.001471425  0.001486393  0.000000000  0.000000000  0.000000000
271.408320656  0.004829757  0.000107082  0.000102400  0.000111728  0.000117040  0.001445147  0.001452497  0.001493862  0.000000000  0.000000000  0.000000000
272.296727598  0.004782378  0.000116177  0.000098322  0.000105321  0.000110977  0.001437845  0.001443170  0.001470565  0.000000000  0.000000000  0.000000000
273.185134539  0.004783399  0.000125720  0.000100617  0.000097957  0.000113354  0.001448466  0.001447686  0.001449599  0.000000000  0.000000000  0.000000000
274.073541481  0.004833867  0.000131825  0.000109425  0.000097053  0.000117495  0.001457624  0.001466280  0.001454165  0.000000000  0.000000000  0.000000000
274.961948422  0.004858262  0.000144300  0.000107505  0.000096162  0.000120024  0.001468507  0.001459762  0.001462003  0.000000000  0.000000000  0.000000000
275.850355364  0.004855276  0.000144518  0.000111616  0.000100301  0.000118968  0.001441708  0.001478526  0.001459639  0.000000000  0.000000000  0.000000000
276.738762306  0.004834717  0.000137488  0.000119718  0.000107615  0.000118843  0.001411218  0.001475800  0.001464035  0.000000000  0.000000000  0.000000000
277.627169247  0.004775770  0.000130990  0.000129900  0.000119115  0.000126789  0.001404620  0.001418003  0.001446353  0.000000000  0.000000000  0.000000000
278.515576189  0.004744883  0.000136112  0.000124072  0.000130292  0.000137470  0.001398237  0.001387989  0.001430712  0.000000000  0.000000000  0.000000000
279.403983130  0.004700759  0.000136089  0.000120949  0.000129581  0.000132917  0.001389466  0.001375292  0.001416466  0.000000000  0.000000000  0.000000000
280.292390072  0.004702240  0.000120797  0.000131546  0.000126087  0.000121314  0.001390507  0.001390285  0.001421704  0.000000000  0.000000000  0.000000000
281.180797014  0.004727872  0.000121368  0.000133613  0.000122054  0.000131197  0.001403566  0.001393426  0.001422648  0.000000000  0.000000000  0.000000000
282.069203955  0.004778432  0.000128278  0.000141208  0.000122286  0.000135634  0.001429959  0.001409224  0.001411842  0.000000000  0.000000000  0.000000000
282.957610897  0.004825248  0.000132992  0.000136064  0.000119007  0.000146225  0.001446585  0.001435908  0.001408467  0.000000000  0.000000000  0.000000000
283.846017838  0.004852046  0.000125054  0.000133150  0.000124250  0.000142847  0.001446486  0.001456207  0.001424052  0.000000000  0.000000000  0.000000000
284.734424780  0.004825497  0.000115532  0.000125595  0.000123677  0.000141284  0.001449567  0.001459141  0.001410702  0.000000000  0.000000000  0.000000000
285.622831722  0.004810156  0.000121246  0.000122165  0.000122090  0.000128439  0.001454261  0.001443002  0.001418951  0.000000000  0.000000000  0.000000000
286.511238663  0.004767598  0.000119526  0.000122750  0.000124535  0.000127263  0.001411867  0.001423876  0.001437782  0.000000000  0.000000000  0.000000000
287.399645605  0.004767061  0.000118672  0.000121692  0.000126791  0.000122899  0.001417220  0.001425653  0.001434134  0.000000000  0.000000000  0.000000000
288.288052546  0.004792988  0.000123311  0.000121647  0.000126575  0.000113963  0.001419183  0.001428261  0.001460048  0.000000000  0.000000000  0.000000000
289.176459488  0.004795276  0.000133354  0.000119631  0.000120982  0.000111064  0.001414644  0.001427576  0.001468026  0.000000000  0.000000000  0.000000000
290.064866430  0.004784638  0.000133449  0.000115860  0.000119393  0.000110938  0.001414508  0.001419966  0.001470524  0.000000000  0.000000000  0.000000000
290.953273371  0.004850773  0.000141000  0.000116598  0.000124259  0.000102267  0.001435878  0.001460543  0.001470229  0.000000000  0.000000000  0.000000000
291.841680313  0.004844336  0.000152185  0.000119291  0.000122254  0.000106227  0.001433752  0.001459106  0.001451521  0.000000000  0.000000000  0.000000000
292.730087254  0.004776568  0.000140228  0.000110748  0.000121020  0.000110691  0.001417459  0.001435157  0.001441265  0.000000000  0.000000000  0.000000000
293.618494196  0.004745455  0.000126196  0.000113415  0.000124598  0.000112273  0.001420400  0.001414630  0.001433944  0.000000000  0.000000000  0.000000000
294.506901137  0.004763824  0.000131076  0.000120789  0.000124923  0.000111593  0.001417233  0.001417184  0.001441027  0.000000000  0.000000000  0.000000000
295.395308079  0.004785229  0.000133740  0.000112453  0.000132268  0.000114561  0.001413404  0.001446257  0.001432546  0.000000000  0.000000000  0.000000000
296.283715021  0.004789191  0.000133119  0.000122171  0.000140922  0.000127752  0.001399171  0.001430237  0.001435818  0.000000000  0.000000000  0.000000000
297.172121962  0.004785567  0.000141732  0.000133356  0.000143400  0.000135200  0.001413335  0.001405239  0.001413305  0.000000000  0.000000000  0.000000000
298.060528904  0.004761440  0.000139593  0.000149673  0.000148048  0.000138251  0.001407685  0.001396228  0.001381963  0.000000000  0.000000000  0.000000000
298.948935845  0.004725831  0.000134179  0.000161163  0.000146799  0.000150301  0.001392661  0.001387881  0.001352848  0.000000000  0.000000000  0.000000000
299.837342787  0.004698116  0.000128107  0.000161423  0.000146730  0.000157967  0.001392606  0.001359908  0.001351374  0.000000000  0.000000000  0.000000000
300.725749729  0.004659744  0.000130984  0.000153256  0.000147526  0.000158525  0.001377808  0.001354695  0.001336950  0.000000000  0.000000000  0.000000000
301.614156670  0.004633615  0.000132152  0.000149820  0.000154975  0.000161876  0.001364236  0.001343727  0.001326829  0.000000000  0.000000000  0.000000000
302.502563612  0.004657720  0.000131530  0.000155007  0.000161020  0.000159909  0.001379206  0.001335795  0.001335253  0.000000000  0.000000000  0.000000000
303.390970553  0.004685289  0.000131947  0.000162082  0.000162728  0.000165918  0.001372392  0.001356931  0.001333290  0.000000000  0.000000000  0.000000000
304.279377495  0.004738680  0.000139636  0.000160602  0.000160114  0.000165247  0.001377165  0.001387463  0.001348452  0.000000000  0.000000000  0.000000000
305.167784437  0.004698828  0.000137231  0.000161421  0.000156157  0.000160652  0.001386254  0.001363880  0.001333233  0.000000000  0.000000000  0.000000000
306.056191378  0.004660559  0.000139871  0.000169163  0.000151614  0.000150214  0.001376951  0.001349604  0.001323142  0.000000000  0.000000000  0.000000000
306.944598320  0.004681748  0.000136074  0.000158007  0.000149248  0.000141432  0.001392153  0.001356996  0.001347837  0.000000000  0.000000000  0.000000000
307.833005261  0.004699407  0.000143403  0.000153782  0.000148254  0.000135927  0.001391049  0.001371691  0.001355301  0.000000000  0.000000000  0.000000000
308.721412203  0.004715677  0.000141110  0.000135747  0.000136909  0.000130815  0.001397949  0.001385280  0.001387868  0.000000000  0.000000000  0.000000000
309.609819145  0.004742628  0.000141499  0.000126561  0.000135676  0.000129385  0.001400707  0.001401066  0.001407734  0.000000000  0.000000000  0.000000000
310.498226086  0.004755162  0.000135182  0.000122064  0.000131515  0.000127973  0.001400830  0.001421820  0.001415778  0.000000000  0.000000000  0.000000000
311.386633028  0.004756152  0.000129560  0.000121069  0.000129810  0.000132523  0.001377655  0.001423995  0.001441541  0.000000000  0.000000000  0.000000000
312.275039969  0.004734210  0.000135906  0.000118350  0.000131372  0.000132624  0.001372160  0.001410987  0.001432812  0.000000000  0.000000000  0.000000000
313.163446911  0.004702876  0.000134975  0.000121393  0.000127115  0.000137738  0.001384106  0.001377289  0.001420260  0.000000000  0.000000000  0.000000000
314.051853852  0.004690035  0.000136165  0.000120916  0.000134050  0.000137728  0.001390858  0.001376339  0.001393979  0.000000000  0.000000000  0.000000000
314.940260794  0.004719918  0.000144792  0.000131625  0.000137189  0.000126809  0.001393066  0.001397112  0.001389325  0.000000000  0.000000000  0.000000000
315.828667736  0.004725339  0.000145384  0.000138172  0.000137330  0.000133800  0.001379961  0.001397424  0.001393268  0.000000000  0.000000000  0.000000000
316.717074677  0.004734771  0.000163791  0.000148870  0.000144120  0.000128310  0.001373334  0.001394287  0.001382059  0.000000000  0.000000000  0.000000000
317.605481619  0.004685043  0.000171096  0.000145452  0.000155259  0.000130583  0.001352897  0.001377753  0.001352003  0.000000000  0.000000000  0.000000000
318.493888560  0.004618113  0.000167867  0.000153250  0.000165392  0.000138956  0.001336877  0.001321916  0.001333854  0.000000000  0.000000000  0.000000000
319.382295502  0.004620765  0.000164506  0.000161952  0.000171269  0.000147458  0.001316908  0.001315511  0.001343160  0.000000000  0.000000000  0.000000000
320.270702444  0.004634649  0.000157226  0.000177805  0.000168989  0.000155099  0.001309848  0.001310536  0.001355146  0.000000000  0.000000000  0.000000000
321.159109385  0.004631644  0.000152773  0.000179377  0.000158028  0.000157418  0.001323095  0.001321624  0.001339329  0.000000000  0.000000000  0.000000000
322.047516327  0.004636929  0.000146791  0.000168030  0.000156772  0.000155818  0.001326667  0.001336623  0.001346229  0.000000000  0.000000000  0.000000000
322.935923268  0.004652076  0.000144981  0.000155011  0.000153019  0.000151805  0.001353449  0.001359915  0.001333896  0.000000000  0.000000000  0.000000000
323.824330210  0.004661914  0.000147854  0.000142845  0.000148905  0.000152142  0.001376532  0.001352935  0.001340701  0.000000000  0.000000000  0.000000000
324.712737152  0.004700267  0.000148478  0.000138938  0.000145153  0.000147919  0.001393379  0.001366733  0.001359667  0.000000000  0.000000000  0.000000000
325.601144093  0.004696969  0.000143583  0.000140706  0.000141883  0.000143986  0.001398511  0.001365827  0.001362473  0.000000000  0.000000000  0.000000000
326.489551035  0.004734688  0.000138631  0.000141742  0.000142480  0.000137579  0.001382117  0.001411346  0.001380792  0.000000000  0.000000000  0.000000000
327.377957976  0.004730812  0.000138529  0.000142320  0.000139228  0.000129972  0.001385027  0.001397681  0.001398055  0.000000000  0.000000000  0.000000000
328.266364918  0.004698873  0.000137628  0.000143198  0.000135986  0.000132095  0.001365801  0.001372081  0.001412085  0.000000000  0.000000000  0.000000000
329.154771860  0.004674048  0.000140913  0.000137707  0.000137768  0.000131696  0.001357717  0.001372304  0.001395942  0.000000000  0.000000000  0.000000000
330.043178801  0.004760422  0.000147397  0.000132885  0.000140645  0.000130694  0.001375946  0.001412376  0.001420477  0.000000000  0.000000000  0.000000000
330.931585743  0.004786040  0.000137060  0.000129282  0.000132795  0.000135748  0.001403875  0.001415553  0.001431727  0.000000000  0.000000000  0.000000000
331.819992684  0.004803239  0.000134259  0.000129403  0.000124847  0.000137646  0.001442053  0.001412453  0.001422579  0.000000000  0.000000000  0.000000000
332.708399626  0.004772370  0.000134148  0.000124268  0.000117098  0.000133099  0.001438356  0.001417938  0.001407463  0.000000000  0.000000000  0.000000000
333.596806567  0.004753667  0.000125695  0.000115198  0.000109282  0.000132525  0.001446099  0.001415573  0.001409295  0.000000000  0.000000000  0.000000000
334.485213509  0.004758215  0.000123650  0.000115477  0.000106894  0.000121819  0.001440545  0.001421336  0.001428495  0.000000000  0.000000000  0.000000000
335.373620451  0.004831992  0.000115389  0.000108091  0.000108129  0.000119916  0.001459286  0.001464836  0.001456345  0.000000000  0.000000000  0.000000000
336.262027392  0.004913702  0.000107642  0.000114187  0.000102798  0.000107290  0.001470869  0.001499810  0.001511105  0.000000000  0.000000000  0.000000000
337.150434334  0.004992203  0.000097604  0.000111709  0.000102107  0.000104321  0.001485692  0.001557520  0.001533251  0.000000000  0.000000000  0.000000000
338.038841275  0.005087863  0.000095767  0.000103057  0.000102152  0.000104802  0.001542314  0.001584655  0.001555115  0.000000000  0.000000000  0.000000000
