1   7.14   7.14   22.09     7.212121212121211e-02   7.14   2.231313131313131e-01     0   0   0
 0.000000000000000e+00      0     0.000000000000000e+00            0
 0.000000000000000e+00      0     2.231313131313131e-01            0
 0.000000000000000e+00      0     4.462626262626262e-01            0
 0.000000000000000e+00      0     6.693939393939394e-01            0
 0.000000000000000e+00      0     8.925252525252525e-01            0
 0.000000000000000e+00      0     1.115656565656566e+00            0
 0.000000000000000e+00      0     1.338787878787879e+00            0
 0.000000000000000e+00      0     1.561919191919192e+00            0
 0.000000000000000e+00      0     1.785050505050505e+00            0
 0.000000000000000e+00      0     2.008181818181818e+00            0
 0.000000000000000e+00      0     2.231313131313131e+00            0
 0.000000000000000e+00      0     2.454444444444444e+00            0
 0.000000000000000e+00      0     2.677575757575758e+00            0
 0.000000000000000e+00      0     2.900707070707071e+00            0
 0.000000000000000e+00      0     3.123838383838384e+00            0
 0.000000000000000e+00      0     3.346969696969698e+00            0
 0.000000000000000e+00      0     3.570101010101011e+00            0
 0.000000000000000e+00      0     3.793232323232324e+00            0
 0.000000000000000e+00      0     4.016363636363637e+00            0
 0.000000000000000e+00      0     4.239494949494951e+00            0
 0.000000000000000e+00      0     4.462626262626264e+00            0
 0.000000000000000e+00      0     4.685757575757577e+00            0
 0.000000000000000e+00      0     4.908888888888891e+00            0
 0.000000000000000e+00      0     5.132020202020204e+00            0
 0.000000000000000e+00      0     5.355151515151517e+00            0
 0.000000000000000e+00      0     5.578282828282831e+00            0
 0.000000000000000e+00      0     5.801414141414144e+00            0
 0.000000000000000e+00      0     6.024545454545457e+00            0
 0.000000000000000e+00      0     6.247676767676770e+00            0
 0.000000000000000e+00      0     6.470808080808084e+00            0
 0.000000000000000e+00      0     6.693939393939397e+00            0
 0.000000000000000e+00      0     6.917070707070710e+00            0
 0.000000000000000e+00      0     7.140202020202024e+00            0
 0.000000000000000e+00      0     7.363333333333337e+00            0
 0.000000000000000e+00      0     7.586464646464650e+00            0
 0.000000000000000e+00      0     7.809595959595963e+00            0
 0.000000000000000e+00      0     8.032727272727277e+00            0
 0.000000000000000e+00      0     8.255858585858590e+00            0
 0.000000000000000e+00      0     8.478989898989903e+00            0
 0.000000000000000e+00      0     8.702121212121217e+00            0
 0.000000000000000e+00      0     8.925252525252530e+00            0
 0.000000000000000e+00      0     9.148383838383843e+00            0
 0.000000000000000e+00      0     9.371515151515156e+00            0
 0.000000000000000e+00      0     9.594646464646470e+00            0
 0.000000000000000e+00      0     9.817777777777783e+00            0
 0.000000000000000e+00      0     1.004090909090910e+01            0
 0.000000000000000e+00      0     1.026404040404041e+01            0
 0.000000000000000e+00      0     1.048717171717172e+01            0
 0.000000000000000e+00      0     1.071030303030304e+01            0
 0.000000000000000e+00      0     1.093343434343435e+01            0
 0.000000000000000e+00      0     1.115656565656566e+01            0
 0.000000000000000e+00      0     1.137969696969698e+01            0
 0.000000000000000e+00      0     1.160282828282829e+01            0
 0.000000000000000e+00      0     1.182595959595960e+01            0
 0.000000000000000e+00      0     1.204909090909092e+01            0
 0.000000000000000e+00      0     1.227222222222223e+01      9.806676595575939e-01
 0.000000000000000e+00      0     1.249535353535354e+01      9.591085553149005e-01
 0.000000000000000e+00      0     1.271848484848486e+01      9.369837305069706e-01
 0.000000000000000e+00      0     1.294161616161617e+01      9.147470140824718e-01
 0.000000000000000e+00      0     1.316474747474748e+01      8.924833651689140e-01
 0.000000000000000e+00      0     1.338787878787880e+01      8.702140946838411e-01
 0.000000000000000e+00      0     1.361101010101011e+01      8.479449888215060e-01
 0.000000000000000e+00      0     1.383414141414142e+01      8.256792534623290e-01
 0.000000000000000e+00      0     1.405727272727274e+01      8.034172963618894e-01
 0.000000000000000e+00      0     1.428040404040405e+01      7.811593815347035e-01
 0.000000000000000e+00      0     1.450353535353536e+01      7.589055041419009e-01
 0.000000000000000e+00      0     1.472666666666668e+01      7.366557719803450e-01
 0.000000000000000e+00      0     1.494979797979799e+01      7.144098982433856e-01
 0.000000000000000e+00      0     1.517292929292930e+01      6.921662240783949e-01
 0.000000000000000e+00      0     1.539606060606062e+01      6.699258179972717e-01
 0.000000000000000e+00      0     1.561919191919193e+01      6.476875479858702e-01
 0.000000000000000e+00      0     1.584232323232324e+01      6.254510364233486e-01
 0.000000000000000e+00      0     1.606545454545455e+01      6.032167418476356e-01
 0.000000000000000e+00      0     1.628858585858586e+01      5.809831070833701e-01
 0.000000000000000e+00      0     1.651171717171718e+01      5.587508699808350e-01
 0.000000000000000e+00      0     1.673484848484849e+01      5.365189370888714e-01
 0.000000000000000e+00      0     1.695797979797980e+01      5.142874340578951e-01
