1 7.14 7.14 22.09 7.14 7.14 0.2209 0 0 0
0	0	0.00000000	0.00000000
0	0	0.22090000	0.00000000
0	0	0.44180000	0.00000000
0	0	0.66270000	0.00000000
0	0	0.88360000	0.00000000
0	0	1.10450000	0.00000000
0	0	1.32540000	0.00000000
0	0	1.54630000	0.00000000
0	0	1.76720000	0.00000000
0	0	1.98810000	0.00000000
0	0	2.20900000	0.00000000
0	0	2.42990000	0.00000000
0	0	2.65080000	0.00000000
0	0	2.87170000	0.00000000
0	0	3.09260000	0.00000000
0	0	3.31350000	0.00000000
0	0	3.53440000	0.00000000
0	0	3.75530000	0.00000000
0	0	3.97620000	0.00000000
0	0	4.19710000	0.00000000
0	0	4.41800000	0.00000000
0	0	4.63890000	0.00000000
0	0	4.85980000	0.00000000
0	0	5.08070000	0.00000000
0	0	5.30160000	0.00000000
0	0	5.52250000	0.00000000
0	0	5.74340000	0.00000000
0	0	5.96430000	0.00000000
0	0	6.18520000	0.00000000
0	0	6.40610000	0.00000000
0	0	6.62700000	0.00000000
0	0	6.84790000	0.00000000
0	0	7.06880000	0.00000000
0	0	7.28970000	0.00000000
0	0	7.51060000	0.00000000
0	0	7.73150000	0.00000000
0	0	7.95240000	0.00000000
0	0	8.17330000	0.00000000
0	0	8.39420000	0.00000000
0	0	8.61510000	0.00000000
0	0	8.83600000	0.00000000
0	0	9.05690000	0.00000000
0	0	9.27780000	0.00000000
0	0	9.49870000	0.00000000
0	0	9.71960000	0.00000000
0	0	9.94050000	0.00000000
0	0	10.16140000	0.00000000
0	0	10.38230000	0.00000000
0	0	10.60320000	0.00000000
0	0	10.82410000	0.00000000
0	0	11.04500000	0.00000000
0	0	11.26590000	0.00000000
0	0	11.48680000	0.00000000
0	0	11.70770000	0.00000000
0	0	11.92860000	0.00000000
0	0	12.14950000	0.98066766
0	0	12.37040000	0.95910856
0	0	12.59130000	0.93698373
0	0	12.81220000	0.91474701
0	0	13.03310000	0.89248337
0	0	13.25400000	0.87021409
0	0	13.47490000	0.84794499
0	0	13.69580000	0.82567925
0	0	13.91670000	0.80341730
0	0	14.13760000	0.78115938
0	0	14.35850000	0.75890550
0	0	14.57940000	0.73665577
0	0	14.80030000	0.71440990
0	0	15.02120000	0.69216622
0	0	15.24210000	0.66992582
0	0	15.46300000	0.64768755
0	0	15.68390000	0.62545104
0	0	15.90480000	0.60321674
0	0	16.12570000	0.58098311
0	0	16.34660000	0.55875087
0	0	16.56750000	0.53651894
0	0	16.78840000	0.51428743
0	0	17.00930000	0.49205629
0	0	17.23020000	0.46982538
0	0	17.45110000	0.44759379
0	0	17.67200000	0.42536219
0	0	17.89290000	0.40312958
0	0	18.11380000	0.38089628
0	0	18.33470000	0.35866409
0	0	18.55560000	0.33643187
0	0	18.77650000	0.31419888
0	0	18.99740000	0.29196783
0	0	19.21830000	0.26974105
0	0	19.43920000	0.24751510
0	0	19.66010000	0.22530228
0	0	19.88100000	0.20319702
0	0	20.10190000	0.18107377
0	0	20.32280000	0.15901220
0	0	20.54370000	0.13736901
0	0	20.76460000	0.11572581
0	0	20.98550000	0.09388823
0	0	21.20640000	0.07267356
0	0	21.42730000	0.05495659
0	0	21.64820000	0.04275127
0	0	21.86910000	0.04275127

