  # z-dipole density
# The last    3 ion types are fixed
# Average over        100 steps
# z (au)        A            Im1          Im2          Im3          C1           C2           P         
 45.886997108  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 46.450027748  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 47.013058387  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 47.576089026  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 48.139119666  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 48.702150305  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 49.265180944  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 49.828211584  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 50.391242223  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 50.954272862  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 51.517303502  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 52.080334141  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 52.643364781  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 53.206395420  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 53.769426059  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 54.332456699  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 54.895487338  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 55.458517977  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 56.021548617  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 56.584579256  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 57.147609895  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 57.710640535  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 58.273671174  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 58.836701814  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 59.399732453  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 59.962763092  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 60.525793732  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 61.088824371  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 61.651855010  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 62.214885650  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 62.777916289  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 63.340946928  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 63.903977568  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 64.467008207  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 65.030038847  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 65.593069486  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 66.156100125  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 66.719130765  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 67.282161404  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 67.845192043  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 68.408222683  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 68.971253322  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 69.534283961  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 70.097314601  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 70.660345240  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 71.223375880  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 71.786406519  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 72.349437158  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 72.912467798  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 73.475498437  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 74.038529076  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 74.601559716  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 75.164590355  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 75.727620994  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 76.290651634  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 76.853682273  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 77.416712913  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 77.979743552  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 78.542774191  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 79.105804831  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 79.668835470  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 80.231866109  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 80.794896749  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 81.357927388  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 81.920958027  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 82.483988667  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 83.047019306  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 83.610049946  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 84.173080585  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 84.736111224  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 85.299141864  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 85.862172503  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 86.425203142  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 86.988233782  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 87.551264421  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 88.114295060  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 88.677325700  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 89.240356339  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 89.803386979  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 90.366417618  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 90.929448257  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 91.492478897  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 92.055509536  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 92.618540175  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 93.181570815  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 93.744601454  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 94.307632093  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 94.870662733  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 95.433693372  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 95.996724012  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 96.559754651  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 97.122785290  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 97.685815930  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 98.248846569  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 98.811877208  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 99.374907848  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 99.937938487  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
100.500969126  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
101.063999766  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
101.627030405  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
102.190061045  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
102.753091684  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
103.316122323  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
103.879152963  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
104.442183602  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
105.005214241  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
105.568244881  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
106.131275520  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
106.694306159  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
107.257336799  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
107.820367438  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
108.383398078  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
108.946428717  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
109.509459356  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
110.072489996  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
110.635520635  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
111.198551274  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
111.761581914  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
112.324612553  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
112.887643192  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
113.450673832  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
114.013704471  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
114.576735111  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
115.139765750  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
115.702796389  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
116.265827029  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
116.828857668  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
117.391888307  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
117.954918947  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
118.517949586  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
119.080980226  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
119.644010865  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
120.207041504  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
120.770072144  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
121.333102783  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
121.896133422  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
122.459164062  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
123.022194701  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
123.585225340  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
124.148255980  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
124.711286619  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
125.274317259  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
125.837347898  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
126.400378537  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
126.963409177  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
127.526439816  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
128.089470455  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
128.652501095  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
129.215531734  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
129.778562373  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
130.341593013  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
130.904623652  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
131.467654292  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
132.030684931  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
132.593715570  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
133.156746210  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
133.719776849  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
134.282807488  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
134.845838128  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
135.408868767  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
135.971899406  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
136.534930046  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
137.097960685  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
137.660991325  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
138.224021964  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
138.787052603  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
139.350083243  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
139.913113882  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
140.476144521  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
141.039175161  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
141.602205800  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
142.165236439  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
142.728267079  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
143.291297718  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
143.854328358  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
144.417358997  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
144.980389636  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
145.543420276  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
146.106450915  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
146.669481554  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
147.232512194  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
147.795542833  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
148.358573472  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
148.921604112  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
149.484634751  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
150.047665391  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
150.610696030  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
151.173726669  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
151.736757309  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
152.299787948  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
152.862818587  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
153.425849227  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
153.988879866  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
154.551910505  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
155.114941145  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
155.677971784  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
156.241002424  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
156.804033063  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
157.367063702  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
157.930094342  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
158.493124981  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
159.056155620  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
159.619186260  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
