# z-component of the Electric Field profile
# Average over        100 steps
# z (au)              total           A               Im1             Im2             Im3             C1              C2              P         
   37.4415375177    0.0002786219    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0002786219    0.0000000000    0.0000000000
   38.0045681571    0.0002251635    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0002251635    0.0000000000    0.0000000000
   38.5675987964    0.0002306095    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0002306095    0.0000000000    0.0000000000
   39.1306294358    0.0002029599    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0002029599    0.0000000000    0.0000000000
   39.6936600752    0.0001167087    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0001167087    0.0000000000    0.0000000000
   40.2566907145    0.0002740820    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0002740820    0.0000000000    0.0000000000
   40.8197213539    0.0002013852    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0002013852    0.0000000000    0.0000000000
   41.3827519933    0.0003339749    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0003339749    0.0000000000    0.0000000000
   41.9457826326    0.0010088550    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0010088550    0.0000000000    0.0000000000
   42.5088132720    0.0012476533    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0012476533    0.0000000000    0.0000000000
   43.0718439114    0.0011333303    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0011333303    0.0000000000    0.0000000000
   43.6348745507    0.0009315322    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0009315322    0.0000000000    0.0000000000
   44.1979051901    0.0010070951    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0010070951    0.0000000000    0.0000000000
   44.7609358294    0.0017268784    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0017268784    0.0000000000    0.0000000000
   45.3239664688    0.0013229029    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0013229029    0.0000000000    0.0000000000
   45.8869971082    0.0008737526    0.0000000000    0.0000000000    0.0084494315    0.0000000000    0.0008102854    0.0000000000    0.0000000000
   46.4500277475    0.0013708629    0.0000000000    0.0000000000    0.0094337700    0.0000000000    0.0010841979    0.0000000000    0.0000000000
   47.0130583869    0.0011942258    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0011942258    0.0000000000    0.0000000000
   47.5760890263    0.0008032716   -0.0044180510    0.0000000000    0.0000000000    0.0000000000    0.0011762233    0.0000000000    0.0000000000
   48.1391196656    0.0007900305    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0007900305    0.0000000000    0.0000000000
   48.7021503050    0.0006880209    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0006880209    0.0000000000    0.0000000000
   49.2651809444    0.0008977757   -0.0020793618    0.0000000000    0.0000000000    0.0057749997    0.0008557866    0.0000000000    0.0000000000
   49.8282115837    0.0009113385   -0.0012065309    0.0032616996    0.0000000000    0.0057561475    0.0008346138    0.0000000000    0.0000000000
   50.3912422231    0.0010292297    0.0000000000    0.0000000000    0.0000000000    0.0084772283    0.0004563068    0.0000000000    0.0000000000
   50.9542728624    0.0005993960   -0.0011707260    0.0000000000    0.0000000000    0.0090039789    0.0003992785    0.0000000000    0.0000000000
   51.5173035018    0.0000465984   -0.0014525120    0.0000000000    0.0000000000    0.0000000000    0.0001230382    0.0000000000    0.0000000000
   52.0803341412    0.0006313614    0.0009656847    0.0000000000    0.0000000000    0.0000000000    0.0006042183    0.0000000000    0.0000000000
   52.6433647805    0.0005023795    0.0000000000    0.0072996054    0.0000000000    0.0023582492    0.0002340278    0.0000000000    0.0000000000
   53.2063954199    0.0004577814   -0.0029540216    0.0000000000    0.0000000000    0.0065316899    0.0001647252    0.0000000000    0.0000000000
