# %ACN (NUM_BF4 NUM_EMIM NUM_ACN)_L_BULK_R
0  135.248 91.0412 0 385.511 386.391 0 79.2407 122.568 0
10 124.279 82.5411 65.0851 408.965 408.598 199.319 67.7554 109.861 57.5959
20 115.211 73.0281 129.005 428.887 430.397 487.311 63.9015 104.575 116.684
40 81.8248 43.6556 198.766 214.902 213.557 656.925 29.2734 68.7877 192.309
